2016/06/16 05:51:20.348165:	RESET
2016/06/16 06:00:53.051204:	------------------------------------------------------------------------------
2016/06/16 06:00:53.052332:	:-) bluetooth --properties vendor
2016/06/16 06:00:53.054022:	Broadcom
2016/06/16 06:00:53.055185:	OK
2016/06/16 06:00:53.065313:	------------------------------------------------------------------------------
2016/06/16 06:00:53.066286:	[16 06:00:52] .... 			Exit code = 0x00000000
2016/06/16 06:00:53.095461:	------------------------------------------------------------------------------
2016/06/16 06:00:53.098868:	[REPORT]: bt_vendor = Broadcom
2016/06/16 06:00:53.122129:	dfu results: bt_vendor = Broadcom  [min, max] = [none,none] pass: Data Collection
2016/06/16 06:00:53.133041:	------------------------------------------------------------------------------
2016/06/16 06:00:53.144800:	[16 06:00:52] .... 			bluetooth --properties model
2016/06/16 06:00:53.158114:	------------------------------------------------------------------------------
2016/06/16 06:00:53.194482:	:-) bluetooth --properties model
2016/06/16 06:00:53.194611:	BCM4355
2016/06/16 06:00:53.194682:	OK
2016/06/16 06:00:53.194773:	------------------------------------------------------------------------------
2016/06/16 06:00:53.194835:	[16 06:00:52] .... 			Exit code = 0x00000000
2016/06/16 06:00:53.194953:	------------------------------------------------------------------------------
2016/06/16 06:00:53.195051:	[REPORT]: bt_model = BCM4355
2016/06/16 06:00:53.195110:	dfu results: bt_model = BCM4355  [min, max] = [none,none] pass: Data Collection
2016/06/16 06:00:53.196520:	------------------------------------------------------------------------------
2016/06/16 06:00:53.196624:	[16 06:00:52] .... 			bluetooth --properties mac-addr
2016/06/16 06:00:53.196713:	------------------------------------------------------------------------------
2016/06/16 06:00:53.196783:	:-) bluetooth --properties mac-addr
2016/06/16 06:00:53.196838:	BA:BA:BA:BA:BA:BA
2016/06/16 06:00:53.196883:	OK
2016/06/16 06:00:53.196932:	------------------------------------------------------------------------------
2016/06/16 06:00:53.196979:	[16 06:00:52] .... 			Exit code = 0x00000000
2016/06/16 06:00:53.197027:	------------------------------------------------------------------------------
2016/06/16 06:00:53.197076:	[REPORT]: bt_mac_addr = BA:BA:BA:BA:BA:BA
2016/06/16 06:00:53.197126:	dfu results: bt_mac_addr = BA:BA:BA:BA:BA:BA  [min, max] = [none,none] pass: Data Collection
2016/06/16 06:00:53.197175:	------------------------------------------------------------------------------
2016/06/16 06:00:53.206860:	[16 06:00:52] .... 			bluetooth --properties firmware-filename
2016/06/16 06:00:53.206932:	------------------------------------------------------------------------------
2016/06/16 06:00:53.206987:	:-) bluetooth --properties firmware-filename
2016/06/16 06:00:53.223506:	BCM4355C0_14.1.59.470_Elsa_MFG_MUR_MCC_TRS_20160609.hcd
2016/06/16 06:00:53.223569:	OK
2016/06/16 06:00:53.223621:	------------------------------------------------------------------------------
2016/06/16 06:00:53.223671:	[16 06:00:52] .... 			Exit code = 0x00000000
2016/06/16 06:00:53.238826:	------------------------------------------------------------------------------
2016/06/16 06:00:53.238925:	[REPORT]: bt_fw = BCM4355C0_14.1.59.470_Elsa_MFG_MUR_MCC_TRS_20160609.hcd
2016/06/16 06:00:53.255264:	dfu results: bt_fw = BCM4355C0_14.1.59.470_Elsa_MFG_MUR_MCC_TRS_20160609.hcd  [min, max] = [none,none] pass: Data Collection
2016/06/16 06:00:53.255362:	[BBMTE]: btreportvars finished with result true , 0.221s
2016/06/16 06:00:53.274918:	------------------------------------------------------------------------------
2016/06/16 06:00:53.274995:	[16 06:00:53] .... 			consoleformat --sink serial --dis --o color
2016/06/16 06:00:53.275048:	------------------------------------------------------------------------------
2016/06/16 06:00:53.287853:	:-) consoleformat --sink serial --dis --o color
2016/06/16 06:00:53.287967:	Disabling color option...
2016/06/16 06:00:53.288043:	OK
2016/06/16 06:00:53.288105:	------------------------------------------------------------------------------
2016/06/16 06:00:53.302688:	[16 06:00:53] .... 			Exit code = 0x00000000
2016/06/16 06:00:53.305046:	[16 06:00:53] .... 			consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:53.305135:	------------------------------------------------------------------------------
2016/06/16 06:00:53.326381:	:-) consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:53.328917:	OK
2016/06/16 06:00:53.333747:	------------------------------------------------------------------------------
2016/06/16 06:00:53.335852:	[16 06:00:53] .... 			Exit code = 0x00000000
2016/06/16 06:00:53.336251:	[16 06:00:53] .... 			consoleformat --sink serial --dis --o ts
2016/06/16 06:00:53.336701:	------------------------------------------------------------------------------
2016/06/16 06:00:53.358034:	:-) consoleformat --sink serial --dis --o ts
2016/06/16 06:00:53.367111:	Disabling timestamps option...
2016/06/16 06:00:53.372648:	OK
2016/06/16 06:00:53.375226:	------------------------------------------------------------------------------
2016/06/16 06:00:53.386415:	[16 06:00:53] .... 			Exit code = 0x00000000
2016/06/16 06:00:53.395814:	------------------------------------------------------------------------------
2016/06/16 06:00:53.401324:	[BBMTE]: root.wldfu.cleanup (function: 0x8794A2EA0)
2016/06/16 06:00:53.408033:	------------------------------------------------------------------------------
2016/06/16 06:00:53.416127:	[16 06:00:53] .... 			temperature --dev soc
2016/06/16 06:00:53.417198:	------------------------------------------------------------------------------
2016/06/16 06:00:53.428282:	:-) temperature --dev soc
2016/06/16 06:00:53.429225:	Device: soc
2016/06/16 06:00:53.430135:		THERMAL0
2016/06/16 06:00:53.443002:		    Instant: 37.87 deg C
2016/06/16 06:00:53.444226:		    Max    : 38.62 deg C
2016/06/16 06:00:53.444347:		    Min    : 36.89 deg C
2016/06/16 06:00:53.444405:		    Average: 37.71 deg C
2016/06/16 06:00:53.444454:		THERMAL1
2016/06/16 06:00:53.444503:		    Instant: 38.62 deg C
2016/06/16 06:00:53.447471:		    Max    : 39.35 deg C
2016/06/16 06:00:53.447553:		    Min    : 37.87 deg C
2016/06/16 06:00:53.447625:		    Average: 38.56 deg C
2016/06/16 06:00:53.447674:		THERMAL2
2016/06/16 06:00:53.447727:		    Instant: 0.00 deg C
2016/06/16 06:00:53.447772:		    Max    : 0.00 deg C
2016/06/16 06:00:53.447817:		    Min    : 0.00 deg C
2016/06/16 06:00:53.447863:		    Average: 0.00 deg C
2016/06/16 06:00:53.447902:		CCC_THERMAL0
2016/06/16 06:00:53.447942:		    Instant: 38.37 deg C
2016/06/16 06:00:53.447984:		    Max    : 38.62 deg C
2016/06/16 06:00:53.448031:		    Min    : 37.39 deg C
2016/06/16 06:00:53.448072:		    Average: 38.01 deg C
2016/06/16 06:00:53.448112:		CCC_THERMAL1
2016/06/16 06:00:53.448153:		    Instant: 37.64 deg C
2016/06/16 06:00:53.448193:		    Max    : 37.87 deg C
2016/06/16 06:00:53.448234:		    Min    : 36.89 deg C
2016/06/16 06:00:53.448284:		    Average: 37.50 deg C
2016/06/16 06:00:53.448328:		CCC_THERMAL2
2016/06/16 06:00:53.448396:		    Instant: 37.39 deg C
2016/06/16 06:00:53.448449:		    Max    : 37.39 deg C
2016/06/16 06:00:53.448536:		    Min    : 36.65 deg C
2016/06/16 06:00:53.448589:		    Average: 36.98 deg C
2016/06/16 06:00:53.463217:	------------------------------------------------------------------------------
2016/06/16 06:00:53.463351:	[16 06:00:53] .... 			Exit code = 0x00000000
2016/06/16 06:00:53.481171:	------------------------------------------------------------------------------
2016/06/16 06:00:53.481252:	[REPORT]: CCC_THERMAL0_43 = 38.36999999999999 [-2147483648,2147483647]
2016/06/16 06:00:53.481337:	[REPORT]: CCC_THERMAL1_43 = 37.64 [-2147483648,2147483647]
2016/06/16 06:00:53.496966:	[REPORT]: CCC_THERMAL2_43 = 37.39 [-2147483648,2147483647]
2016/06/16 06:00:53.497062:	[BBLOG]: DFU Cleanup
2016/06/16 06:00:53.497126:	------------------------------------------------------------------------------
2016/06/16 06:00:53.497180:	[16 06:00:53] .... 			baseband --off
2016/06/16 06:00:53.511115:	------------------------------------------------------------------------------
2016/06/16 06:00:53.511268:	:-) baseband --off
2016/06/16 06:00:53.511376:	Link 3 time-pmeto: 48 uS
2016/06/16 06:00:53.720103:	Link 3 did not go into L2 state in 200 mS, continuing
2016/06/16 06:00:53.721657:	apcie: Disabling link 3
2016/06/16 06:00:53.882943:	OK
2016/06/16 06:00:53.895439:	------------------------------------------------------------------------------
2016/06/16 06:00:53.903719:	[16 06:00:53] .... 			Exit code = 0x00000000
2016/06/16 06:00:53.906179:	[16 06:00:53] .... 			wifi --off
2016/06/16 06:00:53.916027:	------------------------------------------------------------------------------
2016/06/16 06:00:53.926064:	:-) wifi --off
2016/06/16 06:00:53.931680:	Link 2 time-pmeto: 113 uS
2016/06/16 06:00:53.940002:	apcie: Disabling link 2
2016/06/16 06:00:53.944280:	WiFi off success
2016/06/16 06:00:53.944411:	OK
2016/06/16 06:00:53.944522:	------------------------------------------------------------------------------
2016/06/16 06:00:53.945927:	[16 06:00:53] .... 			Exit code = 0x00000000
2016/06/16 06:00:53.946003:	------------------------------------------------------------------------------
2016/06/16 06:00:53.946062:	[BBLOG]: Writing wlan_device_wake = 0 (ap_gpio 88)
2016/06/16 06:00:53.946114:	------------------------------------------------------------------------------
2016/06/16 06:00:53.946165:	[16 06:00:53] .... 			bluetooth --off
2016/06/16 06:00:53.946215:	------------------------------------------------------------------------------
2016/06/16 06:00:53.959410:	:-) bluetooth --off
2016/06/16 06:00:53.959487:	OK
2016/06/16 06:00:53.959542:	------------------------------------------------------------------------------
2016/06/16 06:00:53.959596:	[16 06:00:53] .... 			Exit code = 0x00000000
2016/06/16 06:00:53.976135:	------------------------------------------------------------------------------
2016/06/16 06:00:53.976236:	[BBMTE]: cleanup finished with result true , 0.475s
2016/06/16 06:00:53.976298:	[BBMTE]: Dumping results
2016/06/16 06:00:53.990790:	[BBMTE]: ------------------------------------------------------
2016/06/16 06:00:53.990868:	[BBMTE]: root.wldfu (nil)
2016/06/16 06:00:53.990927:	dfu results: wldfu.sysdump.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.008244:	dfu results: wldfu.sysdump.execTime = 6.268544999999999 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.009001:	[BBMTE]: root.wldfu.sysdump (function: 0x879528920), PASS, 6.268s
2016/06/16 06:00:54.009194:	[BBMTE]: root.wldfu.wlan (nil)
2016/06/16 06:00:54.024550:	dfu results: wldfu.wlan.wlloadfw.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.025021:	dfu results: wldfu.wlan.wlloadfw.execTime = 2.855888999999999 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.025171:	[BBMTE]: root.wldfu.wlan.wlloadfw (function: 0x879430020), PASS, 2.855s
2016/06/16 06:00:54.039901:	dfu results: wldfu.wlan.wlreportvars.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.040535:	dfu results: wldfu.wlan.wlreportvars.execTime = 0.949746 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.056289:	[BBMTE]: root.wldfu.wlan.wlreportvars (function: 0x8794A2820), PASS, 0.949s
2016/06/16 06:00:54.056541:	dfu results: wldfu.wlan.wlrtrans.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.085038:	dfu results: wldfu.wlan.wlrtrans.execTime = 3.503861999999999 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.103356:	[BBMTE]: root.wldfu.wlan.wlrtrans (function: 0x878CD9B20), PASS, 3.503s
2016/06/16 06:00:54.158333:	dfu results: wldfu.wlan.wlwci.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.194387:	dfu results: wldfu.wlan.wlwci.execTime = 4.722069 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.194476:	[BBMTE]: root.wldfu.wlan.wlwci (function: 0x879432DA0), PASS, 4.722s
2016/06/16 06:00:54.194531:	dfu results: wldfu.wlan.wlhostwake.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.194612:	dfu results: wldfu.wlan.wlhostwake.execTime = 1.4086 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.194700:	[BBMTE]: root.wldfu.wlan.wlhostwake (function: 0x87941BD20), PASS, 1.408s
2016/06/16 06:00:54.194764:	dfu results: wldfu.wlan.wluart.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.194821:	dfu results: wldfu.wlan.wluart.execTime = 0.3053969999999999 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.194885:	[BBMTE]: root.wldfu.wlan.wluart (function: 0x8794388A0), PASS, 0.305s
2016/06/16 06:00:54.194939:	[BBMTE]: root.wldfu.wlan.wlcheckgpios (nil)
2016/06/16 06:00:54.194992:	dfu results: wldfu.wlan.wlgpiocheck.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.195044:	dfu results: wldfu.wlan.wlgpiocheck.execTime = 1.084618 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.196929:	[BBMTE]: root.wldfu.wlan.wlgpiocheck (function: 0x879439AA0), PASS, 1.084s
2016/06/16 06:00:54.196992:	[BBMTE]: root.wldfu.bt (nil)
2016/06/16 06:00:54.197048:	dfu results: wldfu.bt.btloadfw.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.197107:	dfu results: wldfu.bt.btloadfw.execTime = 0.773022 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.197161:	[BBMTE]: root.wldfu.bt.btloadfw (function: 0x87941BA20), PASS, 0.773s
2016/06/16 06:00:54.197214:	[BBMTE]: root.wldfu.bt.btcheckgpios (nil)
2016/06/16 06:00:54.199787:	dfu results: wldfu.bt.bthostwake.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.199859:	dfu results: wldfu.bt.bthostwake.execTime = 0.411298 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.218155:	[BBMTE]: root.wldfu.bt.bthostwake (function: 0x8794A1FA0), PASS, 0.411s
2016/06/16 06:00:54.218231:	dfu results: wldfu.bt.btaudiolb.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.231849:	dfu results: wldfu.bt.btaudiolb.execTime = 1.314157999999999 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.231923:	[BBMTE]: root.wldfu.bt.btaudiolb (function: 0x87941B920), PASS, 1.314s
2016/06/16 06:00:54.231984:	dfu results: wldfu.bt.btds.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.247201:	dfu results: wldfu.bt.btds.execTime = 2.275968999999999 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.247269:	[BBMTE]: root.wldfu.bt.btds (function: 0x879439B20), PASS, 2.275s
2016/06/16 06:00:54.263402:	dfu results: wldfu.bt.btreportvars.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.263513:	dfu results: wldfu.bt.btreportvars.execTime = 0.221997 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.279431:	[BBMTE]: root.wldfu.bt.btreportvars (function: 0x8794A28A0), PASS, 0.221s
2016/06/16 06:00:54.279506:	dfu results: wldfu.cleanup.ret = 0  [min, max] = [0,0.5] pass
2016/06/16 06:00:54.279563:	dfu results: wldfu.cleanup.execTime = 0.475767 s [min, max] = [-2147483648,2147483647] pass
2016/06/16 06:00:54.298561:	[BBMTE]: root.wldfu.cleanup (function: 0x8794A2EA0), PASS, 0.475s
2016/06/16 06:00:54.298637:	[BBMTE]: ------------------------------------------------------
2016/06/16 06:00:54.310680:	------------------------------------------------------------------------------
2016/06/16 06:00:54.315752:	[16 06:00:54] .... 			consoleformat --sink serial --dis --o color
2016/06/16 06:00:54.315852:	------------------------------------------------------------------------------
2016/06/16 06:00:54.327394:	:-) consoleformat --sink serial --dis --o color
2016/06/16 06:00:54.328363:	Disabling color option...
2016/06/16 06:00:54.329173:	OK
2016/06/16 06:00:54.330210:	------------------------------------------------------------------------------
2016/06/16 06:00:54.344689:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:54.346105:	[16 06:00:54] .... 			consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:54.347361:	------------------------------------------------------------------------------
2016/06/16 06:00:54.360118:	:-) consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:54.360993:	OK
2016/06/16 06:00:54.362130:	------------------------------------------------------------------------------
2016/06/16 06:00:54.375292:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:54.380647:	[16 06:00:54] .... 			consoleformat --sink serial --dis --o ts
2016/06/16 06:00:54.381681:	------------------------------------------------------------------------------
2016/06/16 06:00:54.393158:	:-) consoleformat --sink serial --dis --o ts
2016/06/16 06:00:54.394239:	Disabling timestamps option...
2016/06/16 06:00:54.395179:	OK
2016/06/16 06:00:54.396412:	------------------------------------------------------------------------------
2016/06/16 06:00:54.396995:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:54.408797:	------------------------------------------------------------------------------
2016/06/16 06:00:54.409458:	[BBMTE]: MTE Iteration #1 (total: 1, failed: 0) took 30.487s to execute with 0 errors and 0 COFs.
2016/06/16 06:00:54.424376:	[BBMTE]: MTE Finished 1 iteration in 31 seconds
2016/06/16 06:00:54.424555:	dfu results: WL_dfu_test = PASS 	[min, max] = [PASS, none] 	pass
2016/06/16 06:00:54.425575:	==> Smokey Test Module: Wifi_Mac_addr
2016/06/16 06:00:54.426676:	
2016/06/16 06:00:54.439761:	------------------------------------------------------------------------------
2016/06/16 06:00:54.440068:	[16 06:00:54] .... 			syscfg add WMac 0xBABABABA 0x0000BABA 0x00000000 0x00000000
2016/06/16 06:00:54.456848:	------------------------------------------------------------------------------
2016/06/16 06:00:54.456929:	:-) syscfg add WMac 0xBABABABA 0x0000BABA 0x00000000 0x00000000
2016/06/16 06:00:54.456984:	Truncating entry to 6 bytes
2016/06/16 06:00:54.472208:	Finish!
2016/06/16 06:00:54.472545:	------------------------------------------------------------------------------
2016/06/16 06:00:54.472819:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:54.490427:	[16 06:00:54] .... 			syscfg print WMac
2016/06/16 06:00:54.490692:	------------------------------------------------------------------------------
2016/06/16 06:00:54.490801:	:-) syscfg print WMac
2016/06/16 06:00:54.505065:	0xBABABABA 0x0000BABA 0x00000000 0x00000000 
2016/06/16 06:00:54.505336:	------------------------------------------------------------------------------
2016/06/16 06:00:54.505487:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:54.519622:	------------------------------------------------------------------------------
2016/06/16 06:00:54.520403:	dfu results: wifi_mac_addr_write = PASS 	[min, max] = [PASS, none] 	pass
2016/06/16 06:00:54.520606:	==> Smokey Test Module: BT_Mac_addr
2016/06/16 06:00:54.520700:	
2016/06/16 06:00:54.536987:	------------------------------------------------------------------------------
2016/06/16 06:00:54.538079:	[16 06:00:54] .... 			syscfg add BMac 0xBABABABA 0x0000BABA 0x00000000 0x00000000
2016/06/16 06:00:54.551981:	------------------------------------------------------------------------------
2016/06/16 06:00:54.552124:	:-) syscfg add BMac 0xBABABABA 0x0000BABA 0x00000000 0x00000000
2016/06/16 06:00:54.552263:	Truncating entry to 6 bytes
2016/06/16 06:00:54.567638:	Finish!
2016/06/16 06:00:54.567815:	------------------------------------------------------------------------------
2016/06/16 06:00:54.584986:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:54.585897:	[16 06:00:54] .... 			syscfg print BMac
2016/06/16 06:00:54.586347:	------------------------------------------------------------------------------
2016/06/16 06:00:54.586490:	:-) syscfg print BMac
2016/06/16 06:00:54.601188:	0xBABABABA 0x0000BABA 0x00000000 0x00000000 
2016/06/16 06:00:54.601563:	------------------------------------------------------------------------------
2016/06/16 06:00:54.617474:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:54.620992:	------------------------------------------------------------------------------
2016/06/16 06:00:54.623817:	dfu results: BT_mac_addr_test = PASS 	[min, max] = [PASS, none] 	pass
2016/06/16 06:00:54.632609:	==> Smokey Test Module: Stockholm Test
2016/06/16 06:00:54.634534:	
2016/06/16 06:00:54.636578:	[BBLOG]: Setting BBLibCfg['clearcd'] = false (bool)
2016/06/16 06:00:54.638154:	[BBLOG]: Setting BBLibCfg['clearsd'] = false (bool)
2016/06/16 06:00:54.639881:	[BBLOG]: Setting BBLibCfg['jtfixture'] = dfu (string)
2016/06/16 06:00:54.648799:	[BBLOG]: Setting BBLibCfg['enablecd'] = true (bool)
2016/06/16 06:00:54.650471:	[BBLOG]: Setting BBLibCfg['wlsocram'] = true (bool)
2016/06/16 06:00:54.652107:	[BBLOG]: Setting BBLibCfg['reportLabelContext'] = false (bool)
2016/06/16 06:00:54.663722:	[BBLOG]: Setting BBLibCfg['mteprsvhist'] = true (bool)
2016/06/16 06:00:54.666013:	[BBLOG]: Setting BBLibCfg['noOnline'] = true (bool)
2016/06/16 06:00:54.668191:	------------------------------------------------------------------------------
2016/06/16 06:00:54.681011:	[16 06:00:54] .... 			nvram --get bblib
2016/06/16 06:00:54.684463:	------------------------------------------------------------------------------
2016/06/16 06:00:54.687030:	:-) nvram --get bblib
2016/06/16 06:00:54.690509:	bblib: <Not Found>
2016/06/16 06:00:54.692411:	nvram returned Not Found error
2016/06/16 06:00:54.695990:	------------------------------------------------------------------------------
2016/06/16 06:00:54.697328:	[16 06:00:54] .... 			Exit code = 0x8000000E
2016/06/16 06:00:54.697924:	[16 06:00:54] .... 			Shell command 2235 failed
2016/06/16 06:00:54.712831:	------------------------------------------------------------------------------
2016/06/16 06:00:54.714196:	[BBLOG]: No NVRAM variables found
2016/06/16 06:00:54.715340:	[BBLOG]: Parsing Smokey GlobalArguments table
2016/06/16 06:00:54.730852:	------------------------------------------------------------------------------
2016/06/16 06:00:54.732143:	[16 06:00:54] .... 			nvram --get shdfu
2016/06/16 06:00:54.733301:	------------------------------------------------------------------------------
2016/06/16 06:00:54.745790:	:-) nvram --get shdfu
2016/06/16 06:00:54.747111:	shdfu: <Not Found>
2016/06/16 06:00:54.748564:	nvram returned Not Found error
2016/06/16 06:00:54.750311:	------------------------------------------------------------------------------
2016/06/16 06:00:54.763402:	[16 06:00:54] .... 			Exit code = 0x8000000E
2016/06/16 06:00:54.765672:	[16 06:00:54] .... 			Shell command 2236 failed
2016/06/16 06:00:54.766771:	------------------------------------------------------------------------------
2016/06/16 06:00:54.768675:	[BBLOG]: No NVRAM variables found
2016/06/16 06:00:54.778822:	[BBLOG]: Parsing Smokey GlobalArguments table
2016/06/16 06:00:54.780188:	[BBMTE]: Dumping test table...
2016/06/16 06:00:54.781346:	[BBMTE]: root.shdfu (nil)
2016/06/16 06:00:54.782589:	[BBMTE]: root.shdfu.sysdump (function: 0x879528920)
2016/06/16 06:00:54.791882:	[BBMTE]: root.shdfu.sh (nil)
2016/06/16 06:00:54.793007:	[BBMTE]: root.shdfu.sh.shloadfw (function: 0x878647BA0)
2016/06/16 06:00:54.794364:	[BBMTE]: root.shdfu.sh.shon (function: 0x87863CD20)
2016/06/16 06:00:54.808269:	[BBMTE]: root.shdfu.sh.shcheckgpios (nil)
2016/06/16 06:00:54.808834:	[BBMTE]: root.shdfu.sh.shhostwake (function: 0x87863CAA0)
2016/06/16 06:00:54.809221:	[BBMTE]: root.shdfu.sh.shseping (function: 0x87863CDA0)
2016/06/16 06:00:54.831340:	[BBMTE]: root.shdfu.sh.shslb (function: 0x878647AA0)
2016/06/16 06:00:54.837935:	[BBMTE]: root.shdfu.sh.if (nil)
2016/06/16 06:00:54.847177:	[BBMTE]: root.shdfu.sh.if.ifping (nil)
2016/06/16 06:00:54.853716:	[BBMTE]: root.shdfu.sh.if.iflb (nil)
2016/06/16 06:00:54.857978:	[BBMTE]: root.shdfu.sh.if.ifate (nil)
2016/06/16 06:00:54.860553:	[BBMTE]: root.shdfu.sh.shsby (function: 0x878647320)
2016/06/16 06:00:54.862040:	[BBMTE]: root.shdfu.sh.shoff (function: 0x8786476A0)
2016/06/16 06:00:54.862940:	[BBMTE]: root.shdfu.cleanup (function: 0x8794A2EA0)
2016/06/16 06:00:54.863833:	[BBMTE]: BBLIB_VER = 2.018-d10x-dvt-d
2016/06/16 06:00:54.864950:	[BBMTE]: Starting MTE Iteration 1 / 1
2016/06/16 06:00:54.884279:	------------------------------------------------------------------------------
2016/06/16 06:00:54.891676:	[16 06:00:54] .... 			consoleformat --sink serial --dis --o color
2016/06/16 06:00:54.894178:	------------------------------------------------------------------------------
2016/06/16 06:00:54.906979:	:-) consoleformat --sink serial --dis --o color
2016/06/16 06:00:54.911189:	Disabling color option...
2016/06/16 06:00:54.918815:	OK
2016/06/16 06:00:54.920108:	------------------------------------------------------------------------------
2016/06/16 06:00:54.937413:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:54.943391:	[16 06:00:54] .... 			consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:54.944428:	------------------------------------------------------------------------------
2016/06/16 06:00:54.945716:	:-) consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:54.947157:	OK
2016/06/16 06:00:54.947619:	------------------------------------------------------------------------------
2016/06/16 06:00:54.952364:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:54.953261:	[16 06:00:54] .... 			consoleformat --sink serial --dis --o ts
2016/06/16 06:00:54.954887:	------------------------------------------------------------------------------
2016/06/16 06:00:54.955326:	:-) consoleformat --sink serial --dis --o ts
2016/06/16 06:00:54.955636:	Disabling timestamps option...
2016/06/16 06:00:54.956506:	OK
2016/06/16 06:00:54.957130:	------------------------------------------------------------------------------
2016/06/16 06:00:54.967287:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:54.967774:	------------------------------------------------------------------------------
2016/06/16 06:00:54.968114:	[BBMTE]: root.shdfu (nil)
2016/06/16 06:00:54.984709:	------------------------------------------------------------------------------
2016/06/16 06:00:54.985010:	[16 06:00:54] .... 			consoleformat --sink serial --dis --o color
2016/06/16 06:00:54.985799:	------------------------------------------------------------------------------
2016/06/16 06:00:54.998749:	:-) consoleformat --sink serial --dis --o color
2016/06/16 06:00:54.998821:	Disabling color option...
2016/06/16 06:00:54.998871:	OK
2016/06/16 06:00:55.000374:	------------------------------------------------------------------------------
2016/06/16 06:00:55.000760:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.016359:	[16 06:00:54] .... 			consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:55.018664:	------------------------------------------------------------------------------
2016/06/16 06:00:55.035152:	:-) consolerouter --rm --src bblib.print --dest serial --quiet
2016/06/16 06:00:55.036113:	OK
2016/06/16 06:00:55.036900:	------------------------------------------------------------------------------
2016/06/16 06:00:55.037946:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.049741:	[16 06:00:54] .... 			consoleformat --sink serial --dis --o ts
2016/06/16 06:00:55.050332:	------------------------------------------------------------------------------
2016/06/16 06:00:55.063681:	:-) consoleformat --sink serial --dis --o ts
2016/06/16 06:00:55.064507:	Disabling timestamps option...
2016/06/16 06:00:55.065357:	OK
2016/06/16 06:00:55.066147:	------------------------------------------------------------------------------
2016/06/16 06:00:55.067202:	[16 06:00:54] .... 			Exit code = 0x00000000
2016/06/16 06:00:55.085615:	------------------------------------------------------------------------------
2016/06/16 06:00:55.086054:	[BBMTE]: root.shdfu.sysdump (function: 0x879528920)
2016/06/16 06:00:55.104628:	------------------------------------------------------------------------------
2016/06/16 06:00:55.106775:	[16 06:00:54] .... 			temperature --dev soc
2016/06/16 06:00:55.116734:	------------------------------------------------------------------------------
2016/06/16 06:00:55.117941:	:-) temperature --dev soc
2016/06/16 06:00:55.137901:	Device: soc
2016/06/16 06:00:55.138773:		THERMAL0
2016/06/16 06:00:55.150303:		    Instant: 38.12 deg C
